,긍정단어,실제 소비자평(긍정),긍정단어 수,부정단어,실제 소비자평(부정),부정단어 수
4627,퍼입니,,1,,,
4628,코지,,1,,,
4629,컴백,,1,,,
4630,게임,,1,,,
4631,게장,,1,,,
4632,컨슈머,,1,,,
4633,겟합,,1,,,
4634,캇탠다드,,1,,,
4635,캔버스,,1,,,
4636,겟한거,,1,,,
4637,개존,,1,,,
4638,캬굿굿캬굿굿캬,,1,,,
4639,캬으굿굿캬으,,1,,,
4640,캬캬,,1,,,
4641,캬컄,,1,,,
4642,커뮤니티,,1,,,
4643,겟습니,,1,,,
4644,개중,,1,,,
4645,겟서,,1,,,
4646,커요핏,,1,,,
4647,커요했슴,,1,,,
4648,커요흐,,1,,,
4649,편발,,1,,,
4650,편맥,,1,,,
4651,개쩌네,,1,,,
4652,겟다,,1,,,
4653,편람,,1,,,
4654,개쩖,,1,,,
4655,펴햔,,1,,,
4656,커피,,1,,,
4657,펜타킬,,1,,,
4658,컨디션,,1,,,
4659,겟겟,,1,,,
4660,취준생,,1,,,
4661,취약,,1,,,
4662,중힢,,1,,,
4663,풍도,,1,,,
4664,최오,,1,,,
4665,고대,,1,,,
4666,프라이,,1,,,
4667,최족,,1,,,
4668,최초,,1,,,
4669,고다,,1,,,
4670,쵝오네,,1,,,
4671,쵝오쵝오,,1,,,
4672,퓨어,,1,,,
4673,풍채,,1,,,
4674,쵴오,,1,,,
4675,풍문,,1,,,
4676,고깔,,1,,,
4677,품평,,1,,,
4678,개꿀잉,,1,,,
4679,추기,,1,,,
4680,추라닝,,1,,,
4681,개꿀집,,1,,,
4682,개꿀탬,,1,,,
4683,추리닝바,,1,,,
4684,추바,,1,,,
4685,품앞,,1,,,
4686,추색,,1,,,
4687,풀때,,1,,,
4688,추어,,1,,,
4689,푸우,,1,,,
4690,푸리,,1,,,
4691,고각,,1,,,
4692,고도,,1,,,
4693,최선일,,1,,,
4694,결재,,1,,,
4695,고마,,1,,,
4696,피로,,1,,,
4697,촤라라,,1,,,
4698,촤라락,,1,,,
4699,촤롸롹,,1,,,
4700,고발,,1,,,
4701,피드백,,1,,,
4702,촤르르흘러,,1,,,
4703,피드,,1,,,
4704,촤륵핏,,1,,,
4705,촬뢍촬뢍,,1,,,
4706,플리,,1,,,
4707,쵄스,,1,,,
4708,고목,,1,,,
4709,고리,,1,,,
4710,프로요,,1,,,
4711,최고봉,,1,,,
4712,최고재,,1,,,
4713,최고핏,,1,,,
4714,플랜,,1,,,
4715,최곤거,,1,,,
4716,최곤것,,1,,,
4717,플랙진,,1,,,
4718,최구,,1,,,
4719,프추처,,1,,,
4720,고량,,1,,,
4721,고라,,1,,,
4722,고등,,1,,,
4723,개꿀임,,1,,,
4724,푠하구욪,,1,,,
4725,추위안,,1,,,
4726,추진,,1,,,
4727,춥스트,,1,,,
4728,출근길,,1,,,
4729,포츈,,1,,,
4730,포춘쿠키,,1,,,
4731,출신,,1,,,
4732,출입,,1,,,
4733,개박,,1,,,
4734,경조사만,,1,,,
4735,출토,,1,,,
4736,경요,,1,,,
4737,개봉,,1,,,
4738,출퇴근길,,1,,,
4739,춤출땨,,1,,,
4740,경남,,1,,,
4741,개비,,1,,,
4742,추찬,,1,,,
4743,겸용,,1,,,
4744,충만,,1,,,
4745,결혼식,,1,,,
4746,포대,,1,,,
4747,결혼기념일,,1,,,
4748,개빠륨,,1,,,
4749,결코,,1,,,
4750,춫천,,1,,,
4751,평화,,1,,,
4752,평해,,1,,,
4753,개산,,1,,,
4754,춭현,,1,,,
4755,평일,,1,,,
4756,포터블,,1,,,
4757,포텐터진,,1,,,
4758,출국,,1,,,
4759,포트,,1,,,
4760,추챤합니,,1,,,
4761,표백제,,1,,,
4762,추척,,1,,,
4763,표나,,1,,,
4764,개꿀템임,,1,,,
4765,퐁퐁,,1,,,
4766,퐁퍼짐,,1,,,
4767,개더살,,1,,,
4768,폭풍성,,1,,,
4769,추천햐,,1,,,
4770,추청,,1,,,
4771,추추,,1,,,
4772,추턴,,1,,,
4773,추핮,,1,,,
4774,폭주,,1,,,
4775,폭발,,1,,,
4776,개따숩,,1,,,
4777,폭닥해,,1,,,
4778,폭닥하,,1,,,
4779,축성,,1,,,
4780,폭닥폭닥,,1,,,
4781,축하,,1,,,
4782,폭닥,,1,,,
4783,일할떄,,1,,,
4784,개막,,1,,,
4785,출격,,1,,,
4786,계란,,1,,,
4787,퍼센트,,1,,,
4788,코티,,1,,,
4789,코팅,,1,,,
4790,터터,,1,,,
4791,탬임,,1,,,
4792,틈틈이,,1,,,
4793,탬입,,1,,,
4794,튼틍,,1,,,
4795,탸려럋,,1,,,
4796,튼튼햐,,1,,,
4797,거갗,,1,,,
4798,터럭,,1,,,
4799,터릿,,1,,,
4800,터저,,1,,,
4801,터졋어,,1,,,
4802,특정,,1,,,
4803,터탸,,1,,,
4804,터프해,,1,,,
4805,탠슬,,1,,,
4806,털때기,,1,,,
4807,털이범,,1,,,
4808,텁텁,,1,,,
4809,특이,,1,,,
4810,거갘습,,1,,,
4811,특별,,1,,,
4812,거너,,1,,,
4813,테스트,,1,,,
4814,걱저잉,,1,,,
4815,거두,,1,,,
4816,거렸는데,,1,,,
4817,테일로,,1,,,
4818,걱같아,,1,,,
4819,탠이쥬,,1,,,
4820,티남,,1,,,
4821,콜드워,,1,,,
4822,건대,,1,,,
4823,탄창,,1,,,
4824,파사,,1,,,
4825,건물,,1,,,
4826,파리,,1,,,
4827,탄탈,,1,,,
4828,탄하,,1,,,
4829,탈것,,1,,,
4830,건디,,1,,,
4831,건데또,,1,,,
4832,갸격,,1,,,
4833,태도,,1,,,
4834,택견,,1,,,
4835,택권,,1,,,
4836,택있어,,1,,,
4837,티니,,1,,,
4838,파네,,1,,,
4839,택했습니당,,1,,,
4840,택했어,,1,,,
4841,탠다드무탠,,1,,,
4842,탠다드스웻,,1,,,
4843,탠다드죠무탠,,1,,,
4844,팀버,,1,,,
4845,티잉,,1,,,
4846,티어,,1,,,
4847,갸꿀일듯,,1,,,
4848,탠다드홧팅,,1,,,
4849,티맨투맨,,1,,,
4850,탠드,,1,,,
4851,테크핏,,1,,,
4852,테트리스,,1,,,
4853,텍스처,,1,,,
4854,투어,,1,,,
4855,거죠핏,,1,,,
4856,거절,,1,,,
4857,트레이드,,1,,,
4858,거적,,1,,,
4859,통핏,,1,,,
4860,거릴줄,,1,,,
4861,거립니,,1,,,
4862,트레닝복,,1,,,
4863,투껍,,1,,,
4864,투머,,1,,,
4865,투므무,,1,,,
4866,투시,,1,,,
4867,투액스,,1,,,
4868,트레,,1,,,
4869,트팬트,,1,,,
4870,트러짐,,1,,,
4871,거외,,1,,,
4872,투탑,,1,,,
4873,투툼,,1,,,
4874,거여,,1,,,
4875,툭티,,1,,,
4876,툼툼,,1,,,
4877,툼함,,1,,,
4878,툼합니댜,,1,,,
4879,거슨,,1,,,
4880,거살걸,,1,,,
4881,거말곤,,1,,,
4882,거뭐,,1,,,
4883,거주,,1,,,
4884,통짜,,1,,,
4885,트레이팅,,1,,,
4886,통지,,1,,,
4887,텐다드무텐,,1,,,
4888,거해,,1,,,
4889,트팬츠릏,,1,,,
4890,템데,,1,,,
4891,템또,,1,,,
4892,트탠,,1,,,
4893,트스웨트,,1,,,
4894,트셋업,,1,,,
4895,거치,,1,,,
4896,토대,,1,,,
4897,토도,,1,,,
4898,트말,,1,,,
4899,토톰,,1,,,
4900,트립,,1,,,
4901,토피,,1,,,
4902,트리,,1,,,
4903,톰러,,1,,,
4904,톰톰,,1,,,
4905,톳톳,,1,,,
4906,거릴,,1,,,
4907,통근,,1,,,
4908,거릴수,,1,,,
4909,통자핏,,1,,,
4910,통장,,1,,,
4911,통전,,1,,,
4912,트렉자켓,,1,,,
4913,통좀,,1,,,
4914,파스,,1,,,
4915,건조기후,,1,,,
4916,탁친,,1,,,
4917,개털,,1,,,
4918,것심비,,1,,,
4919,크긶,,1,,,
4920,것스웻팬츠,,1,,,
4921,크네욯,,1,,,
4922,크네횽,,1,,,
4923,팬츠같슺,,1,,,
4924,크랙,,1,,,
4925,크럼프,,1,,,
4926,크레,,1,,,
4927,크레용,,1,,,
4928,크레파스,,1,,,
4929,크로스핏,,1,,,
4930,것듀,,1,,,
4931,크롭길이,,1,,,
4932,개힙해,,1,,,
4933,크롭니트,,1,,,
4934,크롭된,,1,,,
4935,크롭맨투맨,,1,,,
4936,팬심,,1,,,
4937,것더,,1,,,
4938,크롭후드,,1,,,
4939,팩맛,,1,,,
4940,개편안,,1,,,
4941,것깉,,1,,,
4942,크시,,1,,,
4943,크케,,1,,,
4944,개평핮,,1,,,
4945,크킄,,1,,,
4946,팬츤데,,1,,,
4947,것임,,1,,,
4948,큐티,,1,,,
4949,팬츱니,,1,,,
4950,콜라보,,1,,,
4951,팾츠,,1,,,
4952,팽팽,,1,,,
4953,쿄쿄,,1,,,
4954,팽패,,1,,,
4955,쿠키,,1,,,
4956,팽츠,,1,,,
4957,겉옷,,1,,,
4958,개추움,,1,,,
4959,쿠퐁,,1,,,
4960,쿡쿠,,1,,,
4961,쿨가이,,1,,,
4962,쿨톤,,1,,,
4963,쿵떡,,1,,,
4964,퀄러티,,1,,,
4965,겉보기,,1,,,
4966,겅추,,1,,,
4967,퀄리티내,,1,,,
4968,퀄리티여윽시,,1,,,
4969,퀄리티임,,1,,,
4970,퀄리티쵝,,1,,,
4971,퀄리티통,,1,,,
4972,퀄티,,1,,,
4973,퀄핏,,1,,,
4974,퀴드,,1,,,
4975,것정,,1,,,
4976,큐큨,,1,,,
4977,패킹,,1,,,
4978,큭큭,,1,,,
4979,탁아,,1,,,
4980,타용,,1,,,
4981,검증,,1,,,
4982,판판,,1,,,
4983,키킼오,,1,,,
4984,갠챻아,,1,,,
4985,판사,,1,,,
4986,판매량,,1,,,
4987,검응,,1,,,
4988,갠츈함,,1,,,
4989,킹임,,1,,,
4990,판단,,1,,,
4991,킹텐,,1,,,
4992,타도,,1,,,
4993,파워,,1,,,
4994,파오,,1,,,
4995,큭했으,,1,,,
4996,타이밍,,1,,,
4997,타이어,,1,,,
4998,걸처,,1,,,
4999,걸이,,1,,,
5000,타이트했,,1,,,
5001,타임,,1,,,
5002,걸왜,,1,,,
5003,걷다보몀,,1,,,
5004,건줄,,1,,,
5005,타협,,1,,,
5006,파싲숑,,1,,,
5007,건족기,,1,,,
5008,갱추,,1,,,
5009,키쯔,,1,,,
5010,키좀,,1,,,
5011,키작,,1,,,
5012,키시,,1,,,
5013,큰갈루,,1,,,
5014,패션무드,,1,,,
5015,큰걸루,,1,,,
5016,큰느,,1,,,
5017,큰둣하,,1,,,
5018,것글,,1,,,
5019,큰핏,,1,,,
5020,클라인,,1,,,
5021,패딩안,,1,,,
5022,클럽,,1,,,
5023,클로브,,1,,,
5024,클론,,1,,,
5025,큼살걸그랫음,,1,,,
5026,패딩류,,1,,,
5027,갠찮구,,1,,,
5028,팝업,,1,,,
5029,키기,,1,,,
5030,검회,,1,,,
5031,검티,,1,,,
5032,팔이,,1,,,
5033,검츄,,1,,,
5034,팔만원,,1,,,
5035,키몸무,,1,,,
5036,키밑,,1,,,
5037,갠찮음,,1,,,
5038,팔다리,,1,,,
5039,키사,,1,,,
5040,개꿀이욤,,1,,,
5041,촤그,,1,,,
5042,총총,,1,,,
5043,집앞템,,1,,,
5044,집게,,1,,,
5045,하달,,1,,,
5046,강추랍니당,,1,,,
5047,하닌,,1,,,
5048,집도,,1,,,
5049,집밖,,1,,,
5050,과장,,1,,,
5051,하늬,,1,,,
5052,집압,,1,,,
5053,과연,,1,,,
5054,집앞마,,1,,,
5055,집앞에갈떄,,1,,,
5056,집앞용,,1,,,
5057,강추추추,,1,,,
5058,짐함,,1,,,
5059,과언,,1,,,
5060,집입,,1,,,
5061,집중,,1,,,
5062,짓말,,1,,,
5063,징창,,1,,,
5064,징챠,,1,,,
5065,짚앞,,1,,,
5066,하넹용,,1,,,
5067,과식,,1,,,
5068,하네욯,,1,,,
5069,짜미,,1,,,
5070,짜잉,,1,,,
5071,강추춫추,,1,,,
5072,집감,,1,,,
5073,하드,,1,,,
5074,쪼여듀,,1,,,
5075,진행,,1,,,
5076,광명,,1,,,
5077,강조,,1,,,
5078,하소,,1,,,
5079,진즉,,1,,,
5080,관찮,,1,,,
5081,관절,,1,,,
5082,하사,,1,,,
5083,진쨔,,1,,,
5084,진쩌루다,,1,,,
5085,강추닷,,1,,,
5086,하복부,,1,,,
5087,진창,,1,,,
5088,관악산,,1,,,
5089,하모니카,,1,,,
5090,짐승,,1,,,
5091,질겨,,1,,,
5092,강추드랴,,1,,,
5093,질다,,1,,,
5094,질더,,1,,,
5095,하렵니당,,1,,,
5096,질럿습니,,1,,,
5097,질렀슴,,1,,,
5098,과햐지,,1,,,
5099,질몸,,1,,,
5100,하래,,1,,,
5101,하라,,1,,,
5102,과정,,1,,,
5103,하든,,1,,,
5104,하나삿아,,1,,,
5105,짤랏구,,1,,,
5106,짤랐구,,1,,,
5107,핏하체,,1,,,
5108,공지,,1,,,
5109,쪼금긴편,,1,,,
5110,쪼금만더,,1,,,
5111,쪼금씩,,1,,,
5112,핏한거,,1,,,
5113,핏한감,,1,,,
5114,쪼금큰대,,1,,,
5115,쪼까,,1,,,
5116,쪼꼬,,1,,,
5117,쪼꼬미,,1,,,
5118,쪼꼬미들,,1,,,
5119,공중화장실,,1,,,
5120,핏한,,1,,,
5121,핏하거,,1,,,
5122,짤랐네,,1,,,
5123,쪼끔긴거,,1,,,
5124,쪼끔크,,1,,,
5125,핏편,,1,,,
5126,공임,,1,,,
5127,핏최,,1,,,
5128,쪼매야,,1,,,
5129,핏쩔,,1,,,
5130,핏지림,,1,,,
5131,핏좋은,,1,,,
5132,핏좋아요홓,,1,,,
5133,쪼아용,,1,,,
5134,쪼아주,,1,,,
5135,쪼아주먄,,1,,,
5136,핏한걸,,1,,,
5137,쪼그므짧습니당앙,,1,,,
5138,쪼곰먼,,1,,,
5139,쪼곰,,1,,,
5140,짤바,,1,,,
5141,하나살빠,,1,,,
5142,짧뚱임데,,1,,,
5143,짱아,,1,,,
5144,짱이버욥,,1,,,
5145,짱줗아,,1,,,
5146,과거,,1,,,
5147,공휴일,,1,,,
5148,짱편햐,,1,,,
5149,강추탬입니,,1,,,
5150,째끼럽,,1,,,
5151,강추턈,,1,,,
5152,하깅,,1,,,
5153,쨍겨,,1,,,
5154,쨍기,,1,,,
5155,쨍김,,1,,,
5156,하깄습니,,1,,,
5157,쩅짱,,1,,,
5158,쩌네,,1,,,
5159,쩌는거,,1,,,
5160,하교,,1,,,
5161,쩍쩍,,1,,,
5162,강춤,,1,,,
5163,쩐다,,1,,,
5164,공항,,1,,,
5165,강췌,,1,,,
5166,쩡짱,,1,,,
5167,진수,,1,,,
5168,진보,,1,,,
5169,진립니,,1,,,
5170,즐랜,,1,,,
5171,한시,,1,,,
5172,즇아오,,1,,,
5173,한수,,1,,,
5174,즇아해,,1,,,
5175,즇음,,1,,,
5176,즈음,,1,,,
5177,한소리,,1,,,
5178,즉슨,,1,,,
5179,즉시,,1,,,
5180,한사,,1,,,
5181,괜찮슺니,,1,,,
5182,한빛,,1,,,
5183,즐겁눼용,,1,,,
5184,한버,,1,,,
5185,지난달,,1,,,
5186,괜찮슴니,,1,,,
5187,한마디,,1,,,
5188,한데핏,,1,,,
5189,감핏,,1,,,
5190,증정,,1,,,
5191,괜찬흐,,1,,,
5192,지경,,1,,,
5193,괜찬코,,1,,,
5194,지근,,1,,,
5195,한길,,1,,,
5196,한구,,1,,,
5197,괜찬을듯,,1,,,
5198,괜찬을꺼,,1,,,
5199,감지덕지,,1,,,
5200,즇습니다,,1,,,
5201,한요,,1,,,
5202,즇네,,1,,,
5203,줒니,,1,,,
5204,줗습니,,1,,,
5205,줘야죵,,1,,,
5206,줚어,,1,,,
5207,감입,,1,,,
5208,줫는대,,1,,,
5209,줫는데,,1,,,
5210,한쪽,,1,,,
5211,줫습니,,1,,,
5212,줬어윱,,1,,,
5213,괜창아,,1,,,
5214,쥐색임,,1,,,
5215,쥑입니,,1,,,
5216,쥬드,,1,,,
5217,쥬문,,1,,,
5218,한진택배,,1,,,
5219,한지,,1,,,
5220,괜참,,1,,,
5221,쥬을듯,,1,,,
5222,쥬자쿰,,1,,,
5223,쥭겟,,1,,,
5224,한정,,1,,,
5225,쥰내,,1,,,
5226,즁꼭,,1,,,
5227,즁말즁말즁말,,1,,,
5228,감전,,1,,,
5229,한잔,,1,,,
5230,한곈,,1,,,
5231,괜찬은거,,1,,,
5232,하양색,,1,,,
5233,지향,,1,,,
5234,괜차눔,,1,,,
5235,지주,,1,,,
5236,괜차나용,,1,,,
5237,지지리,,1,,,
5238,지지마,,1,,,
5239,하트,,1,,,
5240,지질,,1,,,
5241,지출,,1,,,
5242,지크,,1,,,
5243,괜차,,1,,,
5244,지핏,,1,,,
5245,지하상가,,1,,,
5246,괘찮아,,1,,,
5247,강당,,1,,,
5248,갑갑갑,,1,,,
5249,지화,,1,,,
5250,괘안코,,1,,,
5251,강스,,1,,,
5252,직원,,1,,,
5253,하제,,1,,,
5254,하절,,1,,,
5255,직잡,,1,,,
5256,괘안케,,1,,,
5257,하이웨이,,1,,,
5258,괘안,,1,,,
5259,광팬,,1,,,
5260,강임,,1,,,
5261,강점,,1,,,
5262,지정,,1,,,
5263,괜차뉴,,1,,,
5264,괜차늠,,1,,,
5265,지영,,1,,,
5266,한결,,1,,,
5267,지난주,,1,,,
5268,갑막,,1,,,
5269,지냇습니,,1,,,
5270,갑사,,1,,,
5271,갑템,,1,,,
5272,괜찬쓰빈다,,1,,,
5273,지라,,1,,,
5274,지레,,1,,,
5275,값어치,,1,,,
5276,지로,,1,,,
5277,지름,,1,,,
5278,지릉,,1,,,
5279,괜찬네,,1,,,
5280,지만원,,1,,,
5281,갓탠,,1,,,
5282,지미,,1,,,
5283,지반,,1,,,
5284,지사,,1,,,
5285,하해,,1,,,
5286,지수,,1,,,
5287,지시,,1,,,
5288,지아,,1,,,
5289,지안,,1,,,
5290,트따숩,,1,,,
5291,갓탠다으,,1,,,
5292,괜차앙,,1,,,
5293,쪼았어,,1,,,
5294,강품,,1,,,
5295,피승로,,1,,,
5296,처지,,1,,,
5297,같아됴,,1,,,
5298,책임,,1,,,
5299,핏도물론,,1,,,
5300,핏도나뿌지않,,1,,,
5301,핏도나,,1,,,
5302,핏도굳,,1,,,
5303,처넌,,1,,,
5304,처람,,1,,,
5305,고품,,1,,,
5306,핏도괜춘,,1,,,
5307,고타,,1,,,
5308,핏더예쁘,,1,,,
5309,고퀄리팅,,1,,,
5310,처처,,1,,,
5311,채공,,1,,,
5312,같아욜,,1,,,
5313,핏다맘에듭니다핏,,1,,,
5314,고카,,1,,,
5315,고추,,1,,,
5316,고천,,1,,,
5317,핏는,,1,,,
5318,천재,,1,,,
5319,천차만별,,1,,,
5320,천해,,1,,,
5321,같아욬,,1,,,
5322,핏남,,1,,,
5323,첨부,,1,,,
5324,첫인상,,1,,,
5325,채널,,1,,,
5326,채격,,1,,,
5327,공사,,1,,,
5328,고흐,,1,,,
5329,핏들,,1,,,
5330,핏됩니,,1,,,
5331,착뇰,,1,,,
5332,골격,,1,,,
5333,곧바로,,1,,,
5334,착행,,1,,,
5335,찬합,,1,,,
5336,곤잘레스,,1,,,
5337,찰나,,1,,,
5338,찰때,,1,,,
5339,곤욕,,1,,,
5340,핏되지않,,1,,,
5341,찰똑,,1,,,
5342,찰싹,,1,,,
5343,찿던,,1,,,
5344,고햏,,1,,,
5345,참말,,1,,,
5346,핏되지,,1,,,
5347,핏되면,,1,,,
5348,참사,,1,,,
5349,핏되려,,1,,,
5350,핏되네,,1,,,
5351,핏되고미듐,,1,,,
5352,같슺니,,1,,,
5353,핏돼,,1,,,
5354,찾던핏,,1,,,
5355,핏도좋쿠,,1,,,
5356,찿는중,,1,,,
5357,핏나,,1,,,
5358,첫째,,1,,,
5359,청과,,1,,,
5360,개꾸르,,1,,,
5361,필수핏,,1,,,
5362,초기,,1,,,
5363,초긱오,,1,,,
5364,고영희,,1,,,
5365,필수품,,1,,,
5366,필수탬,,1,,,
5367,개구리,,1,,,
5368,필살,,1,,,
5369,픽하,,1,,,
5370,픽픽,,1,,,
5371,초록,,1,,,
5372,고시생,,1,,,
5373,개굴개굴,,1,,,
5374,피플,,1,,,
5375,같앴는데,,1,,,
5376,피팅샷,,1,,,
5377,초이,,1,,,
5378,고서,,1,,,
5379,초입,,1,,,
5380,초장,,1,,,
5381,피치,,1,,,
5382,고생,,1,,,
5383,고색,,1,,,
5384,피지,,1,,,
5385,촘촘하,,1,,,
5386,고상,,1,,,
5387,피오,,1,,,
5388,개꿀옷,,1,,,
5389,초금,,1,,,
5390,고요한,,1,,,
5391,개구,,1,,,
5392,필자,,1,,,
5393,체감,,1,,,
5394,고질,,1,,,
5395,고조,,1,,,
5396,체공,,1,,,
5397,고제,,1,,,
5398,체규죵,,1,,,
5399,체소,,1,,,
5400,체애,,1,,,
5401,핏고잘빠졋,,1,,,
5402,체육,,1,,,
5403,체육대회,,1,,,
5404,고정은,,1,,,
5405,고자,,1,,,
5406,핏감좋음,,1,,,
5407,개간,,1,,,
5408,핏감이,,1,,,
5409,체질,,1,,,
5410,고유,,1,,,
5411,체험,,1,,,
5412,고위,,1,,,
5413,첵학,,1,,,
5414,핏감도좋규,,1,,,
5415,핏감네츄럴하,,1,,,
5416,핏감나와,,1,,,
5417,고욤,,1,,,
5418,개개,,1,,,
5419,필필,,1,,,
5420,골랏는데,,1,,,
5421,핏딱,,1,,,
5422,차차,,1,,,
5423,핏이면핏,,1,,,
5424,쫀쫑한거,,1,,,
5425,곳른,,1,,,
5426,핏이이,,1,,,
5427,쫄려요,,1,,,
5428,쫄리고편햐,,1,,,
5429,핏이에욤,,1,,,
5430,핏이안사넹,,1,,,
5431,쫄리는데,,1,,,
5432,쫄바지,,1,,,
5433,핏이살,,1,,,
5434,쫄았,,1,,,
5435,쫄쫄이입으먄,,1,,,
5436,쫄쫄한걸,,1,,,
5437,핏이면,,1,,,
5438,쫜쫜해,,1,,,
5439,핏이막,,1,,,
5440,핏이러,,1,,,
5441,핏이랄까,,1,,,
5442,쫌매줘해,,1,,,
5443,쫌커,,1,,,
5444,쫌크킨한데,,1,,,
5445,쫌큰데,,1,,,
5446,핏이라뇨,,1,,,
5447,쫑기,,1,,,
5448,쫑기긴,,1,,,
5449,핏이넹,,1,,,
5450,쫘르륵,,1,,,
5451,곰방,,1,,,
5452,쫀쫑,,1,,,
5453,핏이좀크,,1,,,
5454,쫀쫀햐,,1,,,
5455,갘아뇨,,1,,,
5456,쪼옴,,1,,,
5457,공무,,1,,,
5458,쪼을때,,1,,,
5459,쪽스,,1,,,
5460,쪽쪽,,1,,,
5461,핏정도,,1,,,
5462,쫀득,,1,,,
5463,쫀득쫀,,1,,,
5464,쫀득하,,1,,,
5465,쫀똔,,1,,,
5466,쫀쩐해,,1,,,
5467,핏자채,,1,,,
5468,핏입니덩,,1,,,
5469,공도,,1,,,
5470,공기,,1,,,
5471,쫀쫀하궁,,1,,,
5472,핏입니다무탠다드,,1,,,
5473,쫀쫀한거,,1,,,
5474,쫀쫀한걸,,1,,,
5475,쫀쫀한데,,1,,,
5476,핏일거,,1,,,
5477,쫀쫀함니당,,1,,,
5478,핏일,,1,,,
5479,핏인듯,,1,,,
5480,공감,,1,,,
5481,쫀쫀했다,,1,,,
5482,핏인것듀,,1,,,
5483,쫜쫜,,1,,,
5484,쫭쫭,,1,,,
5485,차지,,1,,,
5486,핏색상,,1,,,
5487,쯔음,,1,,,
5488,핏예뻐욤,,1,,,
5489,쯜거,,1,,,
5490,같습미댜,,1,,,
5491,찌꺼기,,1,,,
5492,찌합,,1,,,
5493,찍스,,1,,,
5494,핏알,,1,,,
5495,핏안,,1,,,
5496,핏손,,1,,,
5497,차곡,,1,,,
5498,골반힙,,1,,,
5499,차롸롸,,1,,,
5500,핏색감,,1,,,
5501,핏이넘,,1,,,
5502,차선,,1,,,
5503,차수,,1,,,
5504,핏색,,1,,,
5505,차암,,1,,,
5506,차야,,1,,,
5507,핏맞,,1,,,
5508,골랏으,,1,,,
5509,핏마음,,1,,,
5510,핏마,,1,,,
5511,핏랕아성믐,,1,,,
5512,차주,,1,,,
5513,핏떳,,1,,,
5514,핏때문,,1,,,
5515,같슴돠,,1,,,
5516,쯀여,,1,,,
5517,핏운,,1,,,
5518,핏으러,,1,,,
5519,쬰쬰,,1,,,
5520,쭈굴,,1,,,
5521,쭈굴하,,1,,,
5522,쭈글,,1,,,
5523,핏이너므이쁘,,1,,,
5524,쭈글곱창져,,1,,,
5525,쭈글쭈끌접힌채,,1,,,
5526,핏이길,,1,,,
5527,골프장,,1,,,
5528,핏이긴해,,1,,,
5529,쭈리바지,,1,,,
5530,같슴닷,,1,,,
5531,쭈리부분,,1,,,
5532,쭈리였음,,1,,,
5533,핏응,,1,,,
5534,핏음,,1,,,
5535,쭈리있는,,1,,,
5536,쭈리재질,,1,,,
5537,쭈리천,,1,,,
5538,핏은딱,,1,,,
5539,핏으류,,1,,,
5540,쭈욱,,1,,,
5541,핏으루,,1,,,
5542,쭈쭈빠빠,,1,,,
5543,쭉빠진핏,,1,,,
5544,쭐어들,,1,,,
5545,쭐으,,1,,,
5546,지역,,1,,,
5547,레쓰기릿,,1,,,
5548,일편,,1,,,
5549,브랜딩,,1,,,
5550,돟아용,,1,,,
5551,블럭,,1,,,
5552,돟어,,1,,,
5553,블라인드,,1,,,
5554,블구,,1,,,
5555,브릭,,1,,,
5556,브렌슨,,1,,,
5557,돟움,,1,,,
5558,돞어,,1,,,
5559,브래드,,1,,,
5560,브라움,,1,,,
5561,돟읍,,1,,,
5562,뷴들,,1,,,
5563,뷰더,,1,,,
5564,붙슴더,,1,,,
5565,붕뜨,,1,,,
5566,블리,,1,,,
5567,블프때문,,1,,,
5568,돨거같,,1,,,
5569,동반,,1,,,
5570,비스,,1,,,
5571,비비드,,1,,,
5572,비바,,1,,,
5573,비밀,,1,,,
5574,동기,,1,,,
5575,비른,,1,,,
5576,비류,,1,,,
5577,비단,,1,,,
5578,비감,,1,,,
5579,비닐봉지,,1,,,
5580,비노,,1,,,
5581,비꿀,,1,,,
5582,비굿굿굿,,1,,,
5583,비구,,1,,,
5584,동아,,1,,,
5585,비갑입,,1,,,
5586,붐굿,,1,,,
5587,불퍈함,,1,,,
5588,소프트,,1,,,
5589,부장,,1,,,
5590,북미,,1,,,
5591,되네욤,,1,,,
5592,되넹,,1,,,
5593,되뇬,,1,,,
5594,되었느데,,1,,,
5595,부직포,,1,,,
5596,부정,,1,,,
5597,부작용,,1,,,
5598,분둘,,1,,,
5599,될것걑아,,1,,,
5600,부용,,1,,,
5601,부스럼,,1,,,
5602,될둣,,1,,,
5603,부스,,1,,,
5604,될락말락,,1,,,
5605,부부,,1,,,
5606,북섭,,1,,,
5607,분른,,1,,,
5608,돨듯,,1,,,
5609,됏네툐,,1,,,
5610,불알,,1,,,
5611,불심,,1,,,
5612,불상,,1,,,
5613,불만족,,1,,,
5614,돼버렷스,,1,,,
5615,돼지고기,,1,,,
5616,불땐,,1,,,
5617,됏을듯,,1,,,
5618,분리,,1,,,
5619,불가피,,1,,,
5620,됐스빈다,,1,,,
5621,분추,,1,,,
5622,되고핏,,1,,,
5623,분운,,1,,,
5624,분실,,1,,,
5625,되내욤,,1,,,
5626,비어,,1,,,
5627,비옷,,1,,,
5628,비원,,1,,,
5629,빳빳한,,1,,,
5630,빳뻣해,,1,,,
5631,빳빳했던,,1,,,
5632,돈것,,1,,,
5633,빳빳함둘,,1,,,
5634,빳빳함,,1,,,
5635,빳빳할거,,1,,,
5636,빳빳한거,,1,,,
5637,돈꾀,,1,,,
